final_record_alpha_0.9_delta_0.1_factor0.75,total_record
121.95031246140032,418.6081466507799
141.88271851047278,442.92520087281537
132.11101725588634,441.9344766168227
121.74189905527797,425.2243583983572
121.44734255623274,504.88639428067927
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
