final_record_alpha_0.9_delta_0.1_factor0.75,total_record
121.95031246140032,418.6081466507799
141.88271851047278,442.92520087281537
132.11101725588634,441.9344766168227
121.74189905527797,425.2243583983572
121.44734255623274,504.88639428067927
203.94222797244518,547.6951482480541
191.15982514577453,678.5439255322566
197.98883893900557,708.1807229455617
186.2711782503407,646.057056608864
173.19694356541564,741.085817302402
277.861746578823,945.5540101464451
271.20767159823737,887.1878328259643
216.4451678194529,953.1020471050488
246.14372228554498,967.2802211818196
242.10194203138641,980.0462032247747
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
