final_record_alpha_0.8_delta_0.1_factor0.75,total_record
249.3519999999989,764.422199999973
265.092799999999,771.5783999999753
261.2173999999961,867.4219999999729
300.6393999999968,820.0245999999718
270.09719999999567,812.0857999999744
355.8781327442526,1221.6472655255675
377.62423838279517,1248.562013885773
366.696229190571,1227.7761802110447
386.7186234953556,1294.7833018701174
360.37769319009635,1225.189051349638
529.2305897644176,1816.5767248975092
510.294693022276,1917.9617623485847
522.6989340902636,1693.5218925475579
518.3744611396402,1839.488249652844
474.4186332573175,1724.7147287607675
626.1726037101779,2486.176262313617
636.48423656377,2462.9498477797993
629.8775960942728,2293.0152991651003
642.2948477305277,2448.5541776828672
611.3869440454697,2310.828878750158
744.3322657657225,2725.8248539155165
718.6165707741247,2805.024526141927
744.805989797498,2897.306023571665
749.1311623535139,2833.21352152018
716.6646451816506,2710.5238255921176
