final_record_alpha_0.9_delta_0.1_factor0.5,total_record
1237.264982793556,2179.160862742136
1208.0388672780452,2166.6979970565767
1227.6874322798199,2207.195731560841
1210.6597786961104,2156.6218518278647
1190.8577761830215,2128.6243626230785
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
